station_id,ds,precip
40704,2004-07-01,23.34
40704,2004-08-01,0.12
40704,2004-09-01,0.23
40704,2004-10-01,12.82
40704,2004-11-01,33.22
40704,2004-12-01,17.73
40704,2005-01-01,18.67
40704,2005-02-01,22.57
40704,2005-03-01,13.56
40704,2005-04-01,37.03
40704,2005-05-01,73.6
40704,2005-06-01,4.94
40704,2005-07-01,3.85
40704,2005-08-01,1.72
40704,2005-09-01,11.72
40704,2005-10-01,5.4
40704,2005-11-01,29.27
40704,2005-12-01,14.15
40704,2006-01-01,34.72
40704,2006-02-01,30.86
40704,2006-03-01,20.65
40704,2006-04-01,65.11
40704,2006-05-01,34.33
40704,2006-06-01,6.0
40704,2006-07-01,0.0
40704,2006-08-01,0.0
40704,2006-09-01,16.02
40704,2006-10-01,30.97
40704,2006-11-01,20.83
40704,2006-12-01,12.98
40704,2007-01-01,6.23
40704,2007-02-01,24.06
40704,2007-03-01,31.39
40704,2007-04-01,79.66
40704,2007-05-01,47.99
40704,2007-06-01,25.68
40704,2007-07-01,20.97
40704,2007-08-01,6.03
40704,2007-09-01,0.0
40704,2007-10-01,15.92
40704,2007-11-01,28.46
40704,2007-12-01,48.96
40704,2008-01-01,3.91
40704,2008-02-01,27.22
40704,2008-03-01,11.02
40704,2008-04-01,14.58
40704,2008-05-01,39.89
40704,2008-06-01,0.53
40704,2008-07-01,11.04
40704,2008-08-01,1.22
40704,2008-09-01,18.96
40704,2008-10-01,60.97
40704,2008-11-01,6.02
40704,2008-12-01,11.12
40704,2009-01-01,16.83
40704,2009-02-01,1.83
40704,2009-03-01,14.59
40704,2009-04-01,34.2
40704,2009-05-01,9.43
40704,2009-06-01,16.27
40704,2009-07-01,0.81
40704,2009-08-01,3.01
40704,2009-09-01,36.16
40704,2009-10-01,4.32
40704,2009-11-01,32.03
40704,2009-12-01,13.46
40704,2010-01-01,16.99
40704,2010-02-01,26.13
40704,2010-03-01,46.84
40704,2010-04-01,55.72
40704,2010-05-01,98.93
40704,2010-06-01,18.62
40704,2010-07-01,0.0
40704,2010-08-01,5.81
40704,2010-09-01,0.72
40704,2010-10-01,7.64
40704,2010-11-01,0.01
40704,2010-12-01,0.0
40704,2011-01-01,14.12
40704,2011-02-01,31.76
40704,2011-03-01,35.43
40704,2011-04-01,71.05
40704,2011-05-01,55.87
40704,2011-06-01,13.74
40704,2011-07-01,3.34
40704,2011-08-01,5.53
40704,2011-09-01,22.53
40704,2011-10-01,34.85
40704,2011-11-01,38.81
40704,2011-12-01,10.75
40704,2012-01-01,23.55
40704,2012-02-01,7.4
40704,2012-03-01,29.5
40704,2012-04-01,19.26
40704,2012-05-01,57.15
40704,2012-06-01,42.07
40704,2012-07-01,46.81
40704,2012-08-01,0.43
40704,2012-09-01,2.12
40704,2012-10-01,3.96
40704,2012-11-01,34.95
40704,2012-12-01,22.79
40704,2013-01-01,35.33
40704,2013-02-01,31.88
40704,2013-03-01,15.66
40704,2013-04-01,42.95
40704,2013-05-01,42.04
40704,2013-06-01,34.71
40704,2013-07-01,0.01
40704,2013-08-01,2.11
40704,2013-09-01,0.0
40704,2013-10-01,21.67
40704,2013-11-01,28.51
40704,2013-12-01,43.83
40704,2014-01-01,1.13
40704,2014-02-01,3.91
40704,2014-03-01,49.32
40704,2014-04-01,11.37
40704,2014-05-01,38.24
40704,2014-06-01,19.1
40704,2014-07-01,5.53
40704,2014-08-01,7.5
40704,2014-09-01,17.93
40704,2014-10-01,82.4
40704,2014-11-01,26.09
40704,2014-12-01,21.84
40704,2015-01-01,22.03
40704,2015-02-01,28.05
40704,2015-03-01,42.22
40704,2015-04-01,43.06
40704,2015-05-01,64.91
40704,2015-06-01,15.81
40704,2015-07-01,12.15
40704,2015-08-01,52.81
40704,2015-09-01,2.73
40704,2015-10-01,47.06
40704,2015-11-01,48.32
40704,2015-12-01,3.57
40704,2016-01-01,25.92
40704,2016-02-01,22.76
40704,2016-03-01,19.18
40704,2016-04-01,39.73
40704,2016-05-01,26.74
40704,2016-06-01,33.36
40704,2016-07-01,2.21
40704,2016-08-01,6.51
40704,2016-09-01,6.32
40704,2016-10-01,23.04
40704,2016-11-01,9.46
40704,2016-12-01,38.56
40704,2017-01-01,12.25
40704,2017-02-01,11.78
40704,2017-03-01,8.99
40704,2017-04-01,31.84
40704,2017-05-01,44.03
40704,2017-06-01,4.0
40704,2017-07-01,2.8
40704,2017-08-01,4.33
40704,2017-09-01,8.4
40704,2017-10-01,43.4
40704,2017-11-01,32.44
40704,2017-12-01,9.41
40704,2018-01-01,21.44
40704,2018-02-01,53.53
40704,2018-03-01,25.84
40704,2018-04-01,42.45
40704,2018-05-01,52.74
40704,2018-06-01,36.63
40704,2018-07-01,7.1
40704,2018-08-01,4.11
40704,2018-09-01,8.9
40704,2018-10-01,6.16
40704,2018-11-01,23.45
40704,2018-12-01,29.89
40704,2019-01-01,40.63
40704,2019-02-01,22.46
40704,2019-03-01,80.03
40704,2019-04-01,41.92
40704,2019-05-01,19.92
40704,2019-06-01,10.31
40704,2019-07-01,0.0
40704,2019-08-01,0.9
40704,2019-09-01,11.26
40704,2019-10-01,25.72
40704,2019-11-01,2.4
40704,2019-12-01,16.84
40704,2020-01-01,27.13
40704,2020-02-01,14.17
40704,2020-03-01,38.82
40704,2020-04-01,76.25
40704,2020-05-01,45.12
40704,2020-06-01,32.3
40704,2020-07-01,27.04
40704,2020-08-01,17.41
40704,2020-09-01,6.1
40704,2020-10-01,47.6
40704,2020-11-01,19.92
40704,2020-12-01,31.32
40704,2021-01-01,14.9
40704,2021-02-01,19.91
40704,2021-03-01,28.43
40704,2021-04-01,20.64
40704,2021-05-01,41.75
40704,2021-06-01,0.21
40704,2021-07-01,3.92
40704,2021-08-01,5.01
40704,2021-09-01,0.0
40704,2021-10-01,7.31
40704,2021-11-01,4.32
40704,2021-12-01,17.23
40704,2022-01-01,23.44
40704,2022-02-01,11.74
40704,2022-03-01,50.63
40704,2022-04-01,33.23
40704,2022-05-01,72.81
40704,2022-06-01,7.0
40704,2022-07-01,13.51
40704,2022-08-01,3.0
40704,2022-09-01,0.3
40704,2022-10-01,16.82
40704,2022-11-01,6.75
40704,2022-12-01,1.51
40704,2023-01-01,8.68
40704,2023-02-01,3.06
40704,2023-03-01,20.32
40704,2023-04-01,16.91
40704,2023-05-01,70.42
40704,2023-06-01,25.7
40704,2023-07-01,20.3
40704,2023-08-01,12.51
40704,2023-09-01,14.1
40704,2023-10-01,19.8
40704,2023-11-01,5.4
40704,2023-12-01,10.83
40704,2024-01-01,57.06
40704,2024-02-01,1.58
40704,2024-03-01,27.11
40704,2024-04-01,65.5
40705,1995-04-01,60.4
40705,1995-05-01,14.0
40705,1995-06-01,3.0
40705,1995-07-01,9.0
40705,1995-08-01,2.6
40705,1995-09-01,61.2
40705,1995-10-01,7.91
40705,1995-11-01,4.01
40705,1995-12-01,6.8
40705,1996-01-01,23.71
40705,1996-02-01,59.71
40705,1996-03-01,61.02
40705,1996-04-01,103.82
40705,1996-05-01,58.1
40705,1996-06-01,1.2
40705,1996-07-01,13.61
40705,1996-08-01,0.6
40705,1996-09-01,9.4
40705,1996-10-01,37.21
40705,1996-11-01,28.4
40705,1996-12-01,6.4
40705,1997-01-01,44.91
40705,1997-02-01,17.11
40705,1997-03-01,70.0
40705,1997-04-01,13.3
40705,1997-05-01,50.0
40705,1997-06-01,100.0
40705,1997-07-01,32.6
40705,1997-08-01,0.8
40705,1997-09-01,51.4
40705,1997-10-01,9.4
40705,1997-11-01,23.0
40705,1997-12-01,8.6
40705,1998-01-01,44.51
40705,1998-02-01,98.1
40705,1998-03-01,18.6
40705,1998-04-01,48.1
40705,1998-05-01,77.6
40705,1998-06-01,46.0
40705,1998-07-01,39.9
40705,1998-08-01,10.0
40705,1998-09-01,19.1
40705,1998-10-01,24.5
40705,1998-11-01,15.3
40705,1998-12-01,24.8
40705,1999-01-01,16.0
40705,1999-02-01,19.4
40705,1999-03-01,30.4
40705,1999-04-01,89.2
40705,1999-05-01,100.6
40705,1999-06-01,2.2
40705,1999-07-01,4.4
40705,1999-08-01,71.4
40705,1999-09-01,32.6
40705,1999-10-01,58.6
40705,1999-11-01,14.4
40705,1999-12-01,5.0
40705,2000-01-01,21.2
40705,2000-02-01,14.3
40705,2000-03-01,56.21
40705,2000-04-01,18.7
40705,2000-05-01,38.3
40705,2000-06-01,5.0
40705,2000-07-01,0.0
40705,2000-08-01,3.4
40705,2000-09-01,30.0
40705,2000-10-01,37.1
40705,2000-11-01,51.2
40705,2000-12-01,14.0
40705,2001-01-01,25.5
40705,2001-02-01,5.7
40705,2001-03-01,34.01
40705,2001-04-01,51.2
40705,2001-05-01,22.3
40705,2001-06-01,14.4
40705,2001-07-01,45.8
40705,2001-08-01,1.0
40705,2001-09-01,1.8
40705,2001-10-01,34.4
40705,2001-11-01,79.8
40705,2001-12-01,11.6
40705,2002-01-01,16.8
40705,2002-02-01,6.0
40705,2002-03-01,29.4
40705,2002-04-01,70.2
40705,2002-05-01,88.2
40705,2002-06-01,2.8
40705,2002-07-01,14.0
40705,2002-08-01,1.4
40705,2002-09-01,0.0
40705,2002-10-01,2.8
40705,2002-11-01,23.7
40705,2002-12-01,50.8
40705,2003-01-01,25.2
40705,2003-02-01,37.8
40705,2003-03-01,48.8
40705,2003-04-01,74.4
40705,2003-05-01,50.8
40705,2003-06-01,33.8
40705,2003-07-01,10.4
40705,2003-08-01,23.6
40705,2003-09-01,7.0
40705,2003-10-01,22.2
40705,2003-11-01,13.8
40705,2003-12-01,14.5
40705,2004-01-01,8.2
40705,2004-02-01,13.2
40705,2004-03-01,24.0
40705,2004-04-01,71.8
40705,2004-05-01,159.6
40705,2004-06-01,51.4
40705,2004-07-01,68.8
40705,2004-08-01,2.7
40705,2004-09-01,8.3
40705,2004-10-01,21.7
40705,2004-11-01,52.4
40705,2004-12-01,38.2
40705,2005-01-01,20.1
40705,2005-02-01,17.6
40705,2005-03-01,42.2
40705,2005-04-01,26.1
40705,2005-05-01,148.4
40705,2005-06-01,16.0
40705,2005-07-01,9.2
40705,2005-08-01,12.2
40705,2005-09-01,51.6
40705,2005-10-01,9.5
40705,2005-11-01,41.5
40705,2005-12-01,6.6
40705,2006-01-01,26.22
40705,2006-02-01,4.4
40705,2006-03-01,24.51
40705,2006-04-01,38.31
40705,2006-05-01,26.21
40705,2006-06-01,7.6
40705,2006-07-01,6.4
40705,2006-08-01,4.2
40705,2006-09-01,39.2
40705,2006-10-01,25.11
40705,2006-11-01,37.42
40705,2006-12-01,28.9
40705,2007-01-01,4.7
40705,2007-02-01,22.63
40705,2007-03-01,64.02
40705,2007-04-01,63.92
40705,2007-05-01,25.51
40705,2007-06-01,55.51
40705,2007-07-01,73.81
40705,2007-08-01,11.91
40705,2007-09-01,0.0
40705,2007-10-01,13.91
40705,2007-11-01,21.21
40705,2007-12-01,59.22
40705,2008-01-01,16.21
40705,2008-02-01,31.51
40705,2008-03-01,9.0
40705,2008-04-01,8.4
40705,2008-05-01,44.6
40705,2008-06-01,23.7
40705,2008-07-01,31.6
40705,2008-08-01,2.41
40705,2008-09-01,30.2
40705,2008-10-01,64.9
40705,2008-11-01,15.4
40705,2008-12-01,17.5
40705,2009-01-01,27.6
40705,2009-02-01,12.0
40705,2009-03-01,18.6
40705,2009-04-01,50.2
40705,2009-05-01,40.0
40705,2009-06-01,63.2
40705,2009-07-01,15.61
40705,2009-08-01,17.4
40705,2009-09-01,43.0
40705,2009-10-01,9.71
40705,2009-11-01,34.2
40705,2009-12-01,15.7
40705,2010-01-01,19.0
40705,2010-02-01,31.7
40705,2010-03-01,45.8
40705,2010-04-01,58.6
40705,2010-05-01,143.4
40705,2010-06-01,63.8
40705,2010-07-01,18.6
40705,2010-08-01,15.3
40705,2010-09-01,19.2
40705,2010-10-01,11.3
40705,2010-11-01,0.6
40705,2010-12-01,0.4
40705,2011-01-01,30.01
40705,2011-02-01,53.8
40705,2011-03-01,61.6
40705,2011-04-01,70.01
40705,2011-05-01,87.4
40705,2011-06-01,34.1
40705,2011-07-01,15.02
40705,2011-08-01,46.04
40705,2011-09-01,57.2
40705,2011-10-01,37.2
40705,2011-11-01,39.11
40705,2011-12-01,11.22
40705,2012-01-01,14.63
40705,2012-02-01,9.01
40705,2012-03-01,61.63
40705,2012-04-01,73.51
40705,2012-05-01,136.8
40705,2012-06-01,72.0
40705,2012-07-01,32.5
40705,2012-08-01,4.11
40705,2012-09-01,42.7
40705,2012-10-01,2.5
40705,2012-11-01,27.8
40705,2012-12-01,18.32
40705,2013-01-01,18.1
40705,2013-02-01,30.0
40705,2013-03-01,44.7
40705,2013-04-01,52.2
40705,2013-05-01,60.01
40705,2013-06-01,83.1
40705,2013-07-01,0.0
40705,2013-08-01,8.1
40705,2013-09-01,0.81
40705,2013-10-01,20.9
40705,2013-11-01,21.4
40705,2013-12-01,18.6
40705,2014-01-01,5.0
40705,2014-02-01,12.2
40705,2014-03-01,58.51
40705,2014-04-01,20.41
40705,2014-05-01,59.3
40705,2014-06-01,43.82
40705,2014-07-01,12.01
40705,2014-08-01,6.0
40705,2014-09-01,21.41
40705,2014-10-01,33.4
40705,2014-11-01,21.3
40705,2014-12-01,31.8
40705,2015-01-01,7.8
40705,2015-02-01,34.0
40705,2015-03-01,45.9
40705,2015-04-01,31.0
40705,2015-05-01,59.3
40705,2015-06-01,4.4
40705,2015-07-01,12.8
40705,2015-08-01,43.4
40705,2015-09-01,8.4
40705,2015-10-01,71.4
40705,2015-11-01,29.9
40705,2015-12-01,14.8
40705,2016-01-01,20.7
40705,2016-02-01,28.1
40705,2016-03-01,30.4
40705,2016-04-01,70.0
40705,2016-05-01,45.2
40705,2016-06-01,30.4
40705,2016-07-01,13.6
40705,2016-08-01,0.0
40705,2016-09-01,19.2
40705,2016-10-01,33.2
40705,2016-11-01,20.0
40705,2016-12-01,35.21
40705,2017-01-01,8.3
40705,2017-02-01,34.21
40705,2017-03-01,9.7
40705,2017-04-01,46.2
40705,2017-05-01,33.9
40705,2017-06-01,6.0
40705,2017-07-01,2.6
40705,2017-08-01,1.0
40705,2017-09-01,2.1
40705,2017-10-01,62.9
40705,2017-11-01,23.3
40705,2017-12-01,11.1
40705,2018-01-01,41.0
40705,2018-02-01,56.41
40705,2018-03-01,39.8
40705,2018-04-01,63.2
40705,2018-05-01,96.1
40705,2018-06-01,13.5
40705,2018-07-01,6.2
40705,2018-08-01,10.4
40705,2018-09-01,14.8
40705,2018-10-01,11.4
40705,2018-11-01,31.9
40705,2018-12-01,32.3
40705,2019-01-01,30.2
40705,2019-02-01,41.4
40705,2019-03-01,66.6
40705,2019-04-01,35.9
40705,2019-05-01,52.7
40705,2019-06-01,39.0
40705,2019-07-01,13.5
40705,2019-08-01,2.0
40705,2019-09-01,45.7
40705,2019-10-01,27.1
40705,2019-11-01,15.1
40705,2019-12-01,7.4
40705,2020-01-01,41.81
40705,2020-02-01,34.7
40705,2020-03-01,33.3
40705,2020-04-01,117.3
40705,2020-05-01,39.0
40705,2020-06-01,19.4
40705,2020-07-01,57.3
40705,2020-08-01,20.0
40705,2020-09-01,8.4
40705,2020-10-01,71.0
40705,2020-11-01,67.81
40705,2020-12-01,43.8
40705,2021-01-01,23.3
40705,2021-02-01,24.6
40705,2021-03-01,25.01
40705,2021-04-01,19.4
40705,2021-05-01,66.6
40705,2021-06-01,0.8
40705,2021-07-01,11.8
40705,2021-08-01,10.0
40705,2021-09-01,1.8
40705,2021-10-01,18.81
40705,2021-11-01,41.51
40705,2021-12-01,24.0
40705,2022-01-01,41.5
40705,2022-02-01,14.6
40705,2022-03-01,35.52
40705,2022-04-01,86.0
40705,2022-05-01,101.31
40705,2022-06-01,7.8
40705,2022-07-01,5.9
40705,2022-08-01,0.3
40705,2022-09-01,12.4
40705,2022-10-01,23.1
40705,2022-11-01,4.8
40705,2022-12-01,9.9
40705,2023-01-01,19.0
40705,2023-02-01,15.6
40705,2023-03-01,42.4
40705,2023-04-01,30.2
40705,2023-05-01,75.2
40705,2023-06-01,30.5
40705,2023-07-01,32.2
40705,2023-08-01,8.6
40705,2023-09-01,23.5
40705,2023-10-01,37.4
40705,2023-11-01,6.0
40705,2023-12-01,12.41
40705,2024-01-01,65.8
40705,2024-02-01,19.1
40705,2024-03-01,22.91
40705,2024-04-01,48.5
40706,1990-01-01,18.35
40706,1990-02-01,5.04
40706,1990-03-01,36.38
40706,1990-04-01,45.38
40706,1990-05-01,6.63
40706,1990-06-01,0.0
40706,1990-07-01,1.41
40706,1990-08-01,0.0
40706,1990-09-01,0.0
40706,1990-10-01,9.14
40706,1990-11-01,2.01
40706,1990-12-01,23.67
40706,1991-01-01,1.19
40706,1991-02-01,23.44
40706,1991-03-01,32.97
40706,1991-04-01,24.77
40706,1991-05-01,49.56
40706,1991-06-01,15.77
40706,1991-07-01,22.42
40706,1991-08-01,0.0
40706,1991-09-01,0.01
40706,1991-10-01,5.72
40706,1991-11-01,14.16
40706,1991-12-01,59.12
40706,1992-01-01,12.44
40706,1992-02-01,18.57
40706,1992-03-01,22.71
40706,1992-04-01,56.28
40706,1992-05-01,47.0
40706,1992-06-01,33.14
40706,1992-07-01,0.8
40706,1992-08-01,8.31
40706,1992-09-01,0.03
40706,1992-10-01,3.11
40706,1992-11-01,58.16
40706,1992-12-01,17.29
40706,1993-01-01,18.24
40706,1993-02-01,11.98
40706,1993-03-01,63.87
40706,1993-04-01,85.16
40706,1993-05-01,60.27
40706,1993-06-01,30.43
40706,1993-07-01,6.01
40706,1993-08-01,7.71
40706,1993-09-01,0.0
40706,1993-10-01,33.31
40706,1993-11-01,30.06
40706,1993-12-01,15.36
40706,1994-01-01,52.95
40706,1994-02-01,6.19
40706,1994-03-01,46.13
40706,1994-04-01,67.25
40706,1994-05-01,65.08
40706,1994-06-01,10.65
40706,1994-07-01,0.0
40706,1994-08-01,0.0
40706,1994-09-01,5.71
40706,1994-10-01,23.33
40706,1994-11-01,59.77
40706,1994-12-01,37.13
40706,1995-01-01,18.47
40706,1995-02-01,10.55
40706,1995-03-01,27.12
40706,1995-04-01,44.01
40706,1995-05-01,25.23
40706,1995-06-01,20.29
40706,1995-07-01,0.0
40706,1995-08-01,0.0
40706,1995-09-01,10.24
40706,1995-10-01,0.04
40706,1995-11-01,18.34
40706,1995-12-01,1.27
40706,1996-01-01,21.14
40706,1996-02-01,28.5
40706,1996-03-01,6.95
40706,1996-04-01,51.48
40706,1996-05-01,43.68
40706,1996-06-01,3.4
40706,1996-07-01,9.29
40706,1996-08-01,0.01
40706,1996-09-01,7.7
40706,1996-10-01,28.88
40706,1996-11-01,19.51
40706,1996-12-01,30.96
40706,1997-01-01,18.03
40706,1997-02-01,3.5
40706,1997-03-01,49.87
40706,1997-04-01,22.46
40706,1997-05-01,31.28
40706,1997-06-01,6.26
40706,1997-07-01,15.03
40706,1997-08-01,0.0
40706,1997-09-01,18.01
40706,1997-10-01,3.88
40706,1997-11-01,11.04
40706,1997-12-01,13.57
40706,1998-01-01,21.91
40706,1998-02-01,16.85
40706,1998-03-01,37.14
40706,1998-04-01,43.28
40706,1998-05-01,53.03
40706,1998-06-01,1.21
40706,1998-07-01,16.25
40706,1998-08-01,9.0
40706,1998-09-01,0.35
40706,1998-10-01,2.64
40706,1998-11-01,11.01
40706,1998-12-01,20.39
40706,1999-01-01,13.35
40706,1999-02-01,13.62
40706,1999-03-01,23.37
40706,1999-04-01,37.6
40706,1999-05-01,28.44
40706,1999-06-01,3.01
40706,1999-07-01,7.22
40706,1999-08-01,1.19
40706,1999-09-01,11.0
40706,1999-10-01,58.72
40706,1999-11-01,21.36
40706,1999-12-01,1.92
40706,2000-01-01,19.87
40706,2000-02-01,12.16
40706,2000-03-01,26.85
40706,2000-04-01,34.96
40706,2000-05-01,7.98
40706,2000-06-01,23.02
40706,2000-07-01,0.03
40706,2000-08-01,0.51
40706,2000-09-01,5.42
40706,2000-10-01,29.77
40706,2000-11-01,24.03
40706,2000-12-01,20.31
40706,2001-01-01,6.65
40706,2001-02-01,17.95
40706,2001-03-01,28.31
40706,2001-04-01,20.21
40706,2001-05-01,37.14
40706,2001-06-01,2.01
40706,2001-07-01,3.25
40706,2001-08-01,0.02
40706,2001-09-01,0.01
40706,2001-10-01,5.36
40706,2001-11-01,55.38
40706,2001-12-01,27.39
40706,2002-01-01,24.81
40706,2002-02-01,4.05
40706,2002-03-01,35.34
40706,2002-04-01,114.84
40706,2002-05-01,52.09
40706,2002-06-01,0.12
40706,2002-07-01,5.45
40706,2002-08-01,0.02
40706,2002-09-01,0.01
40706,2002-10-01,7.59
40706,2002-11-01,18.25
40706,2002-12-01,40.37
40706,2003-01-01,18.12
40706,2003-02-01,24.5
40706,2003-03-01,29.73
40706,2003-04-01,61.61
40706,2003-05-01,14.78
40706,2003-06-01,19.54
40706,2003-07-01,3.32
40706,2003-08-01,1.23
40706,2003-09-01,0.13
40706,2003-10-01,2.0
40706,2003-11-01,23.86
40706,2003-12-01,20.1
40706,2004-01-01,9.99
40706,2004-02-01,14.99
40706,2004-03-01,12.04
40706,2004-04-01,87.6
40706,2004-05-01,91.34
40706,2004-06-01,3.01
40706,2004-07-01,23.31
40706,2004-08-01,0.0
40706,2004-09-01,0.0
40706,2004-10-01,2.94
40706,2004-11-01,31.89
40706,2004-12-01,7.65
40706,2005-01-01,30.07
40706,2005-02-01,18.36
40706,2005-03-01,15.66
40706,2005-04-01,67.95
40706,2005-05-01,53.81
40706,2005-06-01,5.61
40706,2005-07-01,0.33
40706,2005-08-01,4.01
40706,2005-09-01,4.71
40706,2005-10-01,3.37
40706,2005-11-01,13.27
40706,2005-12-01,16.15
40706,2006-01-01,52.85
40706,2006-02-01,54.86
40706,2006-03-01,29.47
40706,2006-04-01,47.73
40706,2006-05-01,18.12
40706,2006-06-01,0.04
40706,2006-07-01,0.3
40706,2006-08-01,0.01
40706,2006-09-01,0.41
40706,2006-10-01,68.68
40706,2006-11-01,26.82
40706,2006-12-01,5.84
40706,2007-01-01,11.46
40706,2007-02-01,1.62
40706,2007-03-01,53.91
40706,2007-04-01,59.55
40706,2007-05-01,47.21
40706,2007-06-01,8.95
40706,2007-07-01,1.51
40706,2007-08-01,9.03
40706,2007-09-01,1.0
40706,2007-10-01,3.16
40706,2007-11-01,13.65
40706,2007-12-01,18.9
40706,2008-01-01,0.87
40706,2008-02-01,29.34
40706,2008-03-01,12.24
40706,2008-04-01,9.86
40706,2008-05-01,13.84
40706,2008-06-01,4.22
40706,2008-07-01,14.53
40706,2008-08-01,0.33
40706,2008-09-01,25.36
40706,2008-10-01,49.14
40706,2008-11-01,8.52
40706,2008-12-01,3.28
40706,2009-01-01,13.44
40706,2009-02-01,4.67
40706,2009-03-01,52.08
40706,2009-04-01,27.43
40706,2009-05-01,3.86
40706,2009-06-01,34.03
40706,2009-07-01,0.0
40706,2009-08-01,0.01
40706,2009-09-01,27.77
40706,2009-10-01,14.82
40706,2009-11-01,43.64
40706,2009-12-01,20.16
40706,2010-01-01,11.86
40706,2010-02-01,35.05
40706,2010-03-01,20.41
40706,2010-04-01,51.2
40706,2010-05-01,38.52
40706,2010-06-01,6.87
40706,2010-07-01,0.4
40706,2010-08-01,10.02
40706,2010-09-01,2.41
40706,2010-10-01,6.86
40706,2010-11-01,0.01
40706,2010-12-01,0.31
40706,2011-01-01,8.48
40706,2011-02-01,19.34
40706,2011-03-01,41.85
40706,2011-04-01,83.18
40706,2011-05-01,50.33
40706,2011-06-01,0.72
40706,2011-07-01,11.36
40706,2011-08-01,4.53
40706,2011-09-01,16.05
40706,2011-10-01,15.02
40706,2011-11-01,23.8
40706,2011-12-01,7.57
40706,2012-01-01,25.1
40706,2012-02-01,6.4
40706,2012-03-01,19.99
40706,2012-04-01,35.61
40706,2012-05-01,22.18
40706,2012-06-01,15.84
40706,2012-07-01,14.86
40706,2012-08-01,0.0
40706,2012-09-01,5.1
40706,2012-10-01,9.15
40706,2012-11-01,20.21
40706,2012-12-01,42.75
40706,2013-01-01,36.74
40706,2013-02-01,43.76
40706,2013-03-01,9.6
40706,2013-04-01,47.26
40706,2013-05-01,39.52
40706,2013-06-01,7.75
40706,2013-07-01,4.5
40706,2013-08-01,0.0
40706,2013-09-01,0.41
40706,2013-10-01,7.63
40706,2013-11-01,47.37
40706,2013-12-01,18.0
40706,2014-01-01,24.35
40706,2014-02-01,4.84
40706,2014-03-01,38.6
40706,2014-04-01,21.97
40706,2014-05-01,53.86
40706,2014-06-01,0.14
40706,2014-07-01,18.81
40706,2014-08-01,1.0
40706,2014-09-01,2.43
40706,2014-10-01,82.68
40706,2014-11-01,31.97
40706,2014-12-01,33.33
40706,2015-01-01,12.35
40706,2015-02-01,28.45
40706,2015-03-01,25.76
40706,2015-04-01,26.77
40706,2015-05-01,46.26
40706,2015-06-01,0.94
40706,2015-07-01,0.2
40706,2015-08-01,22.03
40706,2015-09-01,6.22
40706,2015-10-01,34.76
40706,2015-11-01,63.84
40706,2015-12-01,15.06
40706,2016-01-01,14.82
40706,2016-02-01,7.48
40706,2016-03-01,40.9
40706,2016-04-01,66.68
40706,2016-05-01,29.38
40706,2016-06-01,37.79
40706,2016-07-01,3.1
40706,2016-08-01,0.01
40706,2016-09-01,4.6
40706,2016-10-01,22.73
40706,2016-11-01,14.6
40706,2016-12-01,48.88
40706,2017-01-01,1.56
40706,2017-02-01,5.52
40706,2017-03-01,11.33
40706,2017-04-01,81.09
40706,2017-05-01,15.57
40706,2017-06-01,14.01
40706,2017-07-01,0.01
40706,2017-08-01,15.01
40706,2017-09-01,0.3
40706,2017-10-01,7.74
40706,2017-11-01,23.59
40706,2017-12-01,28.63
40706,2018-01-01,30.8
40706,2018-02-01,85.67
40706,2018-03-01,51.84
40706,2018-04-01,42.33
40706,2018-05-01,46.79
40706,2018-06-01,11.6
40706,2018-07-01,0.02
40706,2018-08-01,0.02
40706,2018-09-01,11.81
40706,2018-10-01,10.46
40706,2018-11-01,9.64
40706,2018-12-01,87.76
40706,2019-01-01,41.85
40706,2019-02-01,36.46
40706,2019-03-01,54.36
40706,2019-04-01,58.67
40706,2019-05-01,26.66
40706,2019-06-01,5.62
40706,2019-07-01,0.4
40706,2019-08-01,0.0
40706,2019-09-01,2.11
40706,2019-10-01,21.85
40706,2019-11-01,3.43
40706,2019-12-01,13.58
40706,2020-01-01,38.35
40706,2020-02-01,26.01
40706,2020-03-01,30.65
40706,2020-04-01,69.85
40706,2020-05-01,37.6
40706,2020-06-01,1.83
40706,2020-07-01,19.24
40706,2020-08-01,15.01
40706,2020-09-01,0.22
40706,2020-10-01,15.92
40706,2020-11-01,61.88
40706,2020-12-01,29.1
40706,2021-01-01,21.04
40706,2021-02-01,36.55
40706,2021-03-01,34.82
40706,2021-04-01,29.15
40706,2021-05-01,38.07
40706,2021-06-01,0.02
40706,2021-07-01,16.02
40706,2021-08-01,20.02
40706,2021-09-01,0.0
40706,2021-10-01,9.13
40706,2021-11-01,6.54
40706,2021-12-01,52.26
40706,2022-01-01,25.47
40706,2022-02-01,11.38
40706,2022-03-01,14.83
40706,2022-04-01,20.28
40706,2022-05-01,47.7
40706,2022-06-01,4.25
40706,2022-07-01,0.0
40706,2022-08-01,0.02
40706,2022-09-01,5.0
40706,2022-10-01,10.45
40706,2022-11-01,14.24
40706,2022-12-01,1.44
40706,2023-01-01,19.74
40706,2023-02-01,4.98
40706,2023-03-01,53.95
40706,2023-04-01,23.09
40706,2023-05-01,33.04
40706,2023-06-01,10.03
40706,2023-07-01,2.21
40706,2023-08-01,0.23
40706,2023-09-01,4.0
40706,2023-10-01,26.66
40706,2023-11-01,17.93
40706,2023-12-01,14.15
40706,2024-01-01,54.5
40706,2024-02-01,21.73
40706,2024-03-01,33.32
40706,2024-04-01,39.84
